"","scientific_name","site","time"
"3415","Chalcophaps indica","E1_648","18:08"
"3416","Corvus enca","E1_648","18:12"
"3417","Corvus enca","E1_648","18:12"
"3418","Corvus enca","E1_648","18:12"
"3419","Limnonectes finchi","E1_648","18:15"
"3420","Rhipidura javanica","E1_648","18:16"
"3421","Pomatorhinus montanus","E1_648","18:17"
"3422","Copsychus stricklandii","E1_648","18:18"
"3423","Gekko smithi","E1_648","19:00"
"3424","Metaphrynella sundana","E1_648","19:01"
"3425","Meristogenys orphnocnemis","E1_648","19:05"
"3426","Polypedates sp","E1_648","19:19"
"3427","Gekko smithi","E100_edge","15:10"
"3428","Orthotomus sericeus","OP3_843","10:18"
"3429","Orthotomus sericeus","OP3_843","10:18"
"3430","Blythipicus rubiginosus","OP3_843","10:19"
"3431","Pycnonotus goiavier","OP3_843","10:21"
"3432","Pycnonotus goiavier","OP3_843","10:22"
"3433","Pycnonotus goiavier","OP3_843","10:24"
"3434","Pycnonotus goiavier","OP3_843","10:24"
"3435","Macronus bornensis","OP3_843","10:24"
"3436","Orthotomus sericeus","OP3_843","10:24"
"3437","Prinia flaviventris","OP3_843","10:24"
"3438","Orthotomus sericeus","OP3_843","10:24"
"3439","Macronus bornensis","OP3_843","10:24"
"3440","Macronus bornensis","OP3_843","10:24"
"3441","Macronus bornensis","OP3_843","10:24"
"3442","Macronus bornensis","OP3_843","10:24"
"3443","Macronus bornensis","OP3_843","10:24"
"3444","Orthotomus ruficeps","OP3_843","10:25"
"3445","Prinia flaviventris","OP3_843","10:25"
"3446","Orthotomus sericeus","OP3_843","10:34"
"3447","Orthotomus sericeus","OP3_843","10:34"
"3448","Lonchura atricapilla","OP3_843","10:37"
"3449","Pycnonotus goiavier","OP3_843","11:00"
"3450","Orthotomus ruficeps","OP3_843","11:00"
"3451","Macronus bornensis","OP3_843","11:00"
"3452","Macronus bornensis","OP3_843","11:00"
"3453","Prinia flaviventris","OP3_843","11:00"
"3454","Prinia flaviventris","OP3_843","11:01"
"3455","Orthotomus sericeus","OP3_843","11:02"
"3456","Orthotomus sericeus","OP3_843","11:02"
"3457","Spilopelia chinensis","OP3_843","11:03"
"3458","Arachnothera longirostra","OP3_843","11:04"
"3459","Copsychus stricklandii","OP3_843","11:08"
"3460","Prinia flaviventris","OP3_843","11:08"
"3461","Lonchura atricapilla","OP3_843","11:11"
"3462","Rhipidura javanica","OP3_843","11:15"
"3463","Spilornis cheela","OP3_843","11:16"
"3464","Macronus bornensis","OP3_843","11:17"
"3465","Macronus bornensis","OP3_843","11:17"
"3466","Macronus bornensis","OP3_843","11:17"
"3467","Pycnonotus goiavier","OP3_843","12:00"
"3468","Macronus bornensis","OP3_843","12:00"
"3469","Macronus bornensis","OP3_843","12:00"
"3470","Macronus bornensis","OP3_843","12:00"
"3471","Orthotomus sericeus","OP3_843","12:01"
"3472","Orthotomus sericeus","OP3_843","12:01"
"3473","Prinia flaviventris","OP3_843","12:02"
"3474","Prinia flaviventris","OP3_843","12:02"
"3475","Copsychus stricklandii","OP3_843","12:03"
"3476","Rhipidura javanica","OP3_843","12:04"
"3477","Orthotomus ruficeps","OP3_843","12:04"
"3478","Spilopelia chinensis","OP3_843","12:04"
"3479","Orthotomus sericeus","OP3_843","12:04"
"3480","Pycnonotus goiavier","OP3_843","12:04"
"3481","Rhipidura javanica","OP3_843","12:07"
"3482","Arachnothera longirostra","OP3_843","15:00"
"3483","Orthotomus sericeus","OP3_843","15:00"
"3484","Prinia flaviventris","OP3_843","15:01"
"3485","Orthotomus sericeus","OP3_843","15:03"
"3486","Orthotomus sericeus","OP3_843","15:03"
"3487","Macronus bornensis","B10","15:01"
"3488","Orthotomus sericeus","B10","15:03"
"3489","Pycnonotus simplex","B10","15:06"
"3490","Pycnonotus erythropthalmos","B10","16:00"
"3491","Macronus bornensis","B10","16:00"
"3492","Alcippe brunneicauda","B10","16:00"
"3493","Eurylaimus ochromalus","B10","16:01"
"3494","Pycnonotus atriceps","B10","16:01"
"3495","Centropus sinensis","B10","16:02"
"3496","Pycnonotus simplex","B10","16:02"
"3497","Rhinortha chlorophaea","B10","16:06"
"3498","Pycnonotus erythropthalmos","B10","16:07"
"3499","Orthotomus sericeus","B10","16:09"
"3500","Pycnonotus erythropthalmos","B10","17:00"
"3501","Eurylaimus ochromalus","B10","17:00"
"3502","Stachyris erythroptera","B10","17:03"
"3503","Pycnonotus atriceps","B10","17:04"
"3504","Arachnothera longirostra","B10","17:07"
"3505","Oriolus xanthonotus","B10","17:08"
"3506","Pycnonotus simplex","B10","17:08"
"3507","Centropus sinensis","B10","17:10"
"3508","Eurylaimus ochromalus","B10","17:10"
"3509","Orthotomus sericeus","B10","17:11"
"3510","Pomatorhinus montanus","B10","17:11"
"3511","Stachyridopsis rufifrons","B10","17:12"
"3512","Chalcophaps indica","B10","17:15"
"3513","Macronus bornensis","B10","17:18"
"3514","Buceros rhinoceros","B10","18:00"
"3515","Buceros rhinoceros","B10","18:00"
"3516","Eurylaimus ochromalus","B10","18:00"
"3517","Anorrhinus galeritus","B10","18:00"
"3518","Pycnonotus erythropthalmos","B10","18:01"
"3519","Cacomantis sonneratii","B10","18:01"
"3520","Cacomantis sonneratii","B10","18:01"
"3521","Orthotomus ruficeps","B10","18:02"
"3522","Pycnonotus erythropthalmos","B10","18:04"
"3523","Malacocincla malaccensis","B10","18:05"
"3524","Macronus bornensis","B10","18:06"
"3525","Anorrhinus galeritus","B10","18:07"
"3526","Centropus sinensis","B10","18:14"
"3527","Limnonectes finchi","B10","15:02"
"3528","Limnonectes finchi","B10","17:05"
"3529","Metaphrynella sundana","B10","17:09"
"3530","Metaphrynella sundana","B10","18:00"
"3531","Metaphrynella sundana","B10","18:00"
"3532","Limnonectes finchi","B10","18:09"
"3533","Metaphrynella sundana","B10","19:00"
"3534","Metaphrynella sundana","B10","19:12"
"3535","Metaphrynella sundana","B10","20:00"
"3536","Pycnonotus erythropthalmos","D_Matrix","15:00"
"3537","Macronus bornensis","D_Matrix","15:00"
"3538","Macronus bornensis","D_Matrix","15:00"
"3539","Pycnonotus goiavier","D_Matrix","15:02"
"3540","Copsychus stricklandii","D_Matrix","15:03"
"3541","Prionochilus xanthopygius","D_Matrix","15:05"
"3542","Orthotomus sericeus","D_Matrix","15:05"
"3543","Stachyris erythroptera","D_Matrix","15:07"
"3544","Macronus bornensis","D_Matrix","15:10"
"3545","Corvus enca","D_Matrix","15:13"
"3546","Corvus enca","D_Matrix","15:13"
"3547","Merops viridis","D_Matrix","15:15"
"3548","Arachnothera longirostra","D_Matrix","15:05"
"3549","Orthotomus ruficeps","D_Matrix","15:16"
"3550","Orthotomus atrogularis","D_Matrix","15:18"
"3551","Chalcophaps indica","D_Matrix","16:00"
"3552","Chalcophaps indica","D_Matrix","16:00"
"3553","Orthotomus atrogularis","D_Matrix","16:00"
"3554","Copsychus stricklandii","D_Matrix","16:00"
"3555","Prinia flaviventris","D_Matrix","16:01"
"3556","Prinia flaviventris","D_Matrix","16:01"
"3557","Pycnonotus goiavier","D_Matrix","16:02"
"3558","Arachnothera longirostra","D_Matrix","16:03"
"3559","Pycnonotus erythropthalmos","D_Matrix","16:03"
"3560","Stachyris erythroptera","D_Matrix","16:04"
"3561","Macronus bornensis","D_Matrix","16:04"
"3562","Centropus sinensis","D_Matrix","16:04"
"3563","Macronus ptilosus","D_Matrix","16:06"
"3564","Pycnonotus atriceps","D_Matrix","16:07"
"3565","Pycnonotus atriceps","D_Matrix","16:07"
"3566","Pycnonotus atriceps","D_Matrix","16:07"
"3567","Pycnonotus atriceps","D_Matrix","16:07"
"3568","Pycnonotus atriceps","D_Matrix","16:07"
"3569","Prinia flaviventris","D_Matrix","16:08"
"3570","Orthotomus sericeus","D_Matrix","16:13"
"3571","Pycnonotus goiavier","D_Matrix","16:13"
"3572","Chalcophaps indica","D_Matrix","17:00"
"3573","Chalcophaps indica","D_Matrix","17:00"
"3574","Macronus bornensis","D_Matrix","17:00"
"3575","Macronus bornensis","D_Matrix","17:00"
"3576","Macronus bornensis","D_Matrix","17:00"
"3577","Macronus bornensis","D_Matrix","17:00"
"3578","Stachyris erythroptera","D_Matrix","17:00"
"3579","Pycnonotus atriceps","D_Matrix","17:00"
"3580","Centropus sinensis","D_Matrix","17:01"
"3581","Centropus sinensis","D_Matrix","17:01"
"3582","Limnonectes finchi","D_Matrix","17:01"
"3583","Orthotomus ruficeps","D_Matrix","17:02"
"3584","Pycnonotus erythropthalmos","D_Matrix","17:02"
"3585","Prinia flaviventris","D_Matrix","17:03"
"3586","Psilopogon duvaucelii","D_Matrix","17:04"
"3587","Orthotomus ruficeps","D_Matrix","17:05"
"3588","Merops viridis","D_Matrix","17:09"
"3589","Merops viridis","D_Matrix","17:09"
"3590","Copsychus stricklandii","D_Matrix","17:10"
"3591","Prinia flaviventris","D_Matrix","17:17"
"3592","Cacomantis sonneratii","D_Matrix","17:19"
"3593","Limnonectes finchi","D_Matrix","18:00"
"3594","Copsychus stricklandii","D_Matrix","18:00"
"3595","Gracula religiosa","D_Matrix","18:00"
"3596","Macronus bornensis","D_Matrix","18:00"
"3597","Macronus bornensis","D_Matrix","18:00"
"3598","Stachyris erythroptera","D_Matrix","18:00"
"3599","Buceros rhinoceros","D_Matrix","18:01"
"3600","Centropus sinensis","D_Matrix","18:01"
"3601","Centropus sinensis","D_Matrix","18:01"
"3602","Corvus enca","D_Matrix","18:02"
"3603","Corvus enca","D_Matrix","18:02"
"3604","Corvus enca","D_Matrix","18:02"
"3605","Macronus bornensis","D_Matrix","18:02"
"3606","Macronus bornensis","D_Matrix","18:02"
"3607","Rhipidura javanica","D_Matrix","18:02"
"3608","Chalcophaps indica","D_Matrix","18:02"
"3609","Pycnonotus goiavier","D_Matrix","18:02"
"3610","Prinia flaviventris","D_Matrix","18:03"
"3611","Cacomantis sonneratii","D_Matrix","18:04"
"3612","Orthotomus ruficeps","D_Matrix","18:04"
"3613","Orthotomus atrogularis","D_Matrix","18:04"
"3614","Cacomantis merulinus","D_Matrix","18:12"
"3615","Polypedates leucomystax","D_Matrix","19:00"
"3616","Metaphrynella sundana","D_Matrix","19:00"
"3617","Polypedates leucomystax","D_Matrix","19:00"
"3618","Metaphrynella sundana","D_Matrix","19:00"
"3619","Limnonectes finchi","D_Matrix","19:01"
"3620","Metaphrynella sundana","D_Matrix","19:03"
"3621","Polypedates leucomystax","D_Matrix","19:03"
"3622","Philautus sp","D_Matrix","19:07"
"3623","Polypedates leucomystax","D_Matrix","20:00"
"3624","Metaphrynella sundana","D_Matrix","20:00"
"3625","Metaphrynella sundana","D_Matrix","20:01"
"3626","Limnonectes finchi","D_Matrix","20:02"
"3627","Limnonectes finchi","D_Matrix","20:06"
"3628","Polypedates leucomystax","D_Matrix","20:07"
"3629","Limnonectes finchi","D_Matrix","20:07"
"3630","Polypedates leucomystax","D_Matrix","20:08"
"3631","Philautus sp","D_Matrix","20:11"
"3632","Aegithina viridissima","Riparian_1","06:02"
"3633","Prionochilus xanthopygius","Riparian_1","06:05"
"3634","Arachnothera longirostra","Riparian_1","06:13"
"3635","Aegithina viridissima","Riparian_1","07:00"
"3636","Hemiprocne comata","Riparian_1","07:04"
"3637","Orthotomus ruficeps","Riparian_1","08:02"
"3638","Arachnothera longirostra","Riparian_1","08:03"
"3639","Orthotomus atrogularis","Riparian_1","08:09"
"3640","Arachnothera longirostra","Riparian_1","09:18"
"3641","Pycnonotus erythropthalmos","C10_621","15:00"
"3642","Pycnonotus erythropthalmos","C10_621","15:00"
"3643","Copsychus stricklandii","C10_621","15:00"
"3644","Rhipidura javanica","C10_621","15:01"
"3645","Prinia flaviventris","C10_621","15:02"
"3646","Prinia flaviventris","C10_621","15:02"
"3647","Pomatorhinus montanus","C10_621","15:04"
"3648","Centropus sinensis","C10_621","15:04"
"3649","Centropus sinensis","C10_621","15:04"
"3650","Orthotomus ruficeps","C10_621","15:04"
"3651","Macronus bornensis","C10_621","15:05"
"3652","Macronus bornensis","C10_621","15:06"
"3653","Aegithina viridissima","C10_621","15:06"
"3654","Pycnonotus atriceps","C10_621","15:08"
"3655","Pycnonotus simplex","C10_621","15:10"
"3656","Pycnonotus simplex","C10_621","15:10"
"3657","Prinia flaviventris","C10_621","16:00"
"3658","Pycnonotus erythropthalmos","C10_621","16:00"
"3659","Macronus bornensis","C10_621","16:00"
"3660","Macronus bornensis","C10_621","16:00"
"3661","Copsychus stricklandii","C10_621","16:01"
"3662","Orthotomus ruficeps","C10_621","16:06"
"3663","Orthotomus atrogularis","C10_621","16:07"
"3664","Centropus sinensis","C10_621","16:09"
"3665","Orthotomus sericeus","C10_621","16:10"
"3666","Pericrocotus speciosus","C10_621","16:12"
"3667","Pericrocotus speciosus","C10_621","16:12"
"3668","Stachyris erythroptera","C10_621","16:13"
"3669","Merops viridis","C10_621","16:16"
"3670","Merops viridis","C10_621","16:16"
"3671","Pycnonotus erythropthalmos","C10_621","17:00"
"3672","Pycnonotus erythropthalmos","C10_621","17:00"
"3673","Pycnonotus atriceps","C10_621","17:00"
"3674","Corvus enca","C10_621","17:00"
"3675","Eurylaimus ochromalus","C10_621","17:00"
"3676","Centropus bengalensis","C10_621","17:00"
"3677","Macronus bornensis","C10_621","17:00"
"3678","Macronus bornensis","C10_621","17:00"
"3679","Prinia flaviventris","C10_621","17:00"
"3680","Pycnonotus brunneus","C10_621","17:00"
"3681","Copsychus stricklandii","C10_621","17:00"
"3682","Centropus sinensis","C10_621","17:00"
"3683","Centropus sinensis","C10_621","17:00"
"3684","Prinia flaviventris","C10_621","17:00"
"3685","Eurylaimus ochromalus","C10_621","17:00"
"3686","Buceros rhinoceros","C10_621","17:00"
"3687","Arachnothera longirostra","C10_621","17:00"
"3688","Cacomantis merulinus","C10_621","18:00"
"3689","Macronus bornensis","C10_621","18:00"
"3690","Macronus bornensis","C10_621","18:00"
"3691","Macronus bornensis","C10_621","18:00"
"3692","Orthotomus atrogularis","C10_621","18:01"
"3693","Copsychus stricklandii","C10_621","18:01"
"3694","Pycnonotus brunneus","C10_621","18:02"
"3695","Centropus bengalensis","C10_621","18:03"
"3696","Cacomantis sonneratii","C10_621","18:05"
"3697","Prinia flaviventris","C10_621","18:05"
"3698","Rhipidura javanica","C10_621","18:09"
"3699","Pycnonotus goiavier","C10_621","18:12"
"3700","Pycnonotus erythropthalmos","D100_641","16:00"
"3701","Pycnonotus brunneus","D100_641","16:00"
"3702","Macronus ptilosus","D100_641","16:00"
"3703","Arachnothera longirostra","D100_641","16:00"
"3704","Arachnothera longirostra","D100_641","16:00"
"3705","Orthotomus sericeus","D100_641","16:02"
"3706","Orthotomus sericeus","D100_641","16:02"
"3707","Copsychus stricklandii","D100_641","16:03"
"3708","Chalcophaps indica","D100_641","16:04"
"3709","Macronus bornensis","D100_641","16:05"
"3710","Orthotomus atrogularis","D100_641","16:10"
"3711","Corvus enca","D100_641","16:11"
"3712","Iole crypta","D100_641","16:12"
"3713","Psilopogon duvaucelii","D100_641","16:12"
"3714","Centropus sinensis","D100_641","16:13"
"3715","Cacomantis merulinus","D100_641","16:16"
"3716","Chalcophaps indica","D100_641","16:16"
"3717","Berenicornis comatus","D100_641","17:00"
"3718","Pycnonotus erythropthalmos","D100_641","17:00"
"3719","Centropus sinensis","D100_641","17:00"
"3720","Berenicornis comatus","D100_641","17:01"
"3721","Orthotomus sericeus","D100_641","17:02"
"3722","Pomatorhinus montanus","D100_641","17:02"
"3723","Macronus bornensis","D100_641","17:03"
"3724","Psilopogon duvaucelii","D100_641","17:04"
"3725","Eurylaimus ochromalus","D100_641","17:05"
"3726","Pycnonotus brunneus","D100_641","17:06"
"3727","Arachnothera longirostra","D100_641","17:06"
"3728","Chalcophaps indica","D100_641","17:08"
"3729","Oriolus xanthonotus","D100_641","17:09"
"3730","Anorrhinus galeritus","D100_641","17:11"
"3731","Pycnonotus brunneus","D100_641","17:14"
"3732","Gracula religiosa","D100_641","17:14"
"3733","Orthotomus atrogularis","D100_641","17:18"
"3734","Malacocincla malaccensis","D100_641","18:00"
"3735","Berenicornis comatus","D100_641","18:00"
"3736","Trichastoma bicolor","D100_641","18:00"
"3737","Centropus sinensis","D100_641","18:00"
"3738","Erythropitta ussheri","D100_641","18:00"
"3739","Harpactes duvaucelii","D100_641","18:02"
"3740","Spilornis cheela","D100_641","18:03"
"3741","Centropus rectunguis","D100_641","18:04"
"3742","Centropus bengalensis","D100_641","18:05"
"3743","Cacomantis merulinus","D100_641","18:05"
"3744","Berenicornis comatus","D100_641","18:05"
"3745","Arborophila charltonii","D100_641","18:05"
"3746","Pycnonotus simplex","D100_641","18:06"
"3747","Iole crypta","B1_602","00:09"
"3748","Eurylaimus javanicus","B1_602","00:10"
"3749","Eurylaimus javanicus","B1_602","00:10"
"3750","Dicaeum trigonostigma","B1_602","00:15"
"3751","Pycnonotus atriceps","B1_602","00:18"
"3752","Pycnonotus atriceps","B1_602","00:18"
"3753","Pycnonotus erythropthalmos","B1_602","00:23"
"3754","Kenopia striata","B1_602","10:00"
"3755","Pycnonotus atriceps","B1_602","10:04"
"3756","Pycnonotus atriceps","B1_602","10:04"
"3757","Pycnonotus erythropthalmos","B1_602","10:12"
"3758","Pycnonotus erythropthalmos","B1_602","10:12"
"3759","Macronus bornensis","B1_602","10:16"
"3760","Eurylaimus javanicus","B1_602","11:00"
"3761","Copsychus stricklandii","B1_602","11:00"
"3762","Pycnonotus atriceps","B1_602","11:02"
"3763","Macronus ptilosus","B1_602","11:04"
"3764","Eurylaimus ochromalus","B1_602","11:05"
"3765","Arachnothera longirostra","B1_602","11:09"
"3766","Aegithina viridissima","B1_602","11:11"
"3767","Kenopia striata","B1_602","11:18"
"3768","Chalcoparia singalensis","B1_602","11:18"
"3769","Iole crypta","B1_602","12:00"
"3770","Pycnonotus atriceps","B1_602","12:00"
"3771","Pycnonotus erythropthalmos","B1_602","12:02"
"3772","Eurylaimus javanicus","B1_602","12:05"
"3773","Pycnonotus erythropthalmos","B1_602","12:12"
"3774","Copsychus stricklandii","B1_602","12:13"
"3775","Pycnonotus atriceps","B1_602","13:04"
"3776","Pycnonotus erythropthalmos","B1_602","13:06"
"3777","Pycnonotus atriceps","B1_602","14:02"
"3778","Pycnonotus erythropthalmos","B1_602","14:03"
"3779","Macronus ptilosus","B1_602","14:17"
"3780","Macronus bornensis","OP3_843","16:03"
"3781","Chalcophaps indica","OP3_843","16:03"
"3782","Prinia flaviventris","OP3_843","16:03"
"3783","Prinia flaviventris","OP3_843","16:03"
"3784","Pycnonotus goiavier","OP3_843","16:03"
"3785","Macronus bornensis","OP3_843","16:04"
"3786","Macronus bornensis","OP3_843","16:05"
"3787","Rhipidura javanica","OP3_843","16:06"
"3788","Orthotomus sericeus","OP3_843","16:07"
"3789","Orthotomus sericeus","OP3_843","16:07"
"3790","Hemidactylus frenatus","OP3_843","16:08"
"3791","Centropus bengalensis","OP3_843","16:08"
"3792","Pycnonotus goiavier","OP3_843","16:10"
"3793","Chalcophaps indica","OP3_843","16:12"
"3794","Spilopelia chinensis","OP3_843","16:13"
"3795","Orthotomus atrogularis","OP3_843","16:14"
"3796","Orthotomus sericeus","OP3_843","16:19"
"3797","Orthotomus sericeus","OP3_843","17:00"
"3798","Orthotomus sericeus","OP3_843","17:00"
"3799","Macronus bornensis","OP3_843","17:01"
"3800","Prinia flaviventris","OP3_843","17:02"
"3801","Prinia flaviventris","OP3_843","17:02"
"3802","Corvus enca","OP3_843","17:07"
"3803","Corvus enca","OP3_843","17:07"
"3804","Corvus enca","OP3_843","17:07"
"3805","Corvus enca","OP3_843","17:07"
"3806","Corvus enca","OP3_843","17:07"
"3807","Spilopelia chinensis","OP3_843","17:13"
"3808","Chalcophaps indica","OP3_843","17:17"
"3809","Centropus sinensis","E100_edge","16:21"
"3810","Corvus enca","E100_edge","16:21"
"3811","Pomatorhinus montanus","E100_edge","16:22"
"3812","Macronus ptilosus","E100_edge","16:24"
"3813","Pomatorhinus montanus","E100_edge","16:24"
"3814","Centropus sinensis","E100_edge","16:25"
"3815","Malacocincla malaccensis","E100_edge","16:25"
"3816","Corvus enca","E100_edge","16:27"
"3817","Stachyris erythroptera","E100_edge","16:30"
"3818","Macronus bornensis","E100_edge","16:31"
"3819","Chrysophlegma miniaceum","E100_edge","16:32"
"3820","Macronus bornensis","E100_edge","16:32"
"3821","Gracula religiosa","E100_edge","16:35"
"3822","Psilopogon mystacophanos","E100_edge","16:36"
"3823","Gracula religiosa","E100_edge","16:38"
"3824","Pomatorhinus montanus","E100_edge","17:00"
"3825","Stachyris erythroptera","E100_edge","17:00"
"3826","Corvus enca","E100_edge","17:00"
"3827","Gracula religiosa","E100_edge","17:01"
"3828","Gracula religiosa","E100_edge","17:01"
"3829","Meiglyptes tukki","E100_edge","17:07"
"3830","Macronus bornensis","E100_edge","17:07"
"3831","Psilopogon duvaucelii","E100_edge","17:08"
"3832","Erythropitta ussheri","E100_edge","17:08"
"3833","Arachnothera longirostra","E100_edge","17:10"
"3834","Gracula religiosa","E100_edge","17:10"
"3835","Gekko smithi","E100_edge","17:14"
"3836","Orthotomus ruficeps","E100_edge","17:16"
"3837","Psilopogon duvaucelii","E100_edge","18:00"
"3838","Gracula religiosa","E100_edge","18:01"
"3839","Gracula religiosa","E100_edge","18:01"
"3840","Anthracoceros malayanus","E100_edge","18:02"
"3841","Malacocincla malaccensis","E100_edge","18:12"
"3842","Arachnothera longirostra","Riparian_1","16:24"
"3843","Eurylaimus ochromalus","Riparian_1","16:35"
"3844","Micropternus brachyurus","Riparian_1","17:01"
"3845","Micropternus brachyurus","Riparian_1","17:01"
"3846","Reinwardtipicus validus","Riparian_1","17:19"
"3847","Aethopyga siparaja","Riparian_1","18:10"
"3848","Orthotomus sericeus","B1_602","16:02"
"3849","Pomatorhinus montanus","B1_602","16:03"
"3850","Pycnonotus atriceps","B1_602","16:08"
"3851","Pycnonotus atriceps","B1_602","16:08"
"3852","Iole crypta","B1_602","16:10"
"3853","Pomatorhinus montanus","B1_602","16:13"
"3854","Corvus enca","B1_602","16:16"
"3855","Corvus enca","B1_602","16:16"
"3856","Corvus enca","B1_602","16:16"
"3857","Iole crypta","B1_602","17:04"
"3858","Pycnonotus erythropthalmos","B1_602","17:06"
"3859","Centropus sinensis","B1_602","17:06"
"3860","Orthotomus atrogularis","B1_602","17:12"
"3861","Pycnonotus atriceps","B1_602","17:17"
"3862","Corvus enca","B1_602","18:00"
"3863","Stachyridopsis rufifrons","B1_602","18:00"
"3864","Macronus bornensis","OP_Belian","11:04"
"3865","Macronus bornensis","OP_Belian","11:04"
"3866","Lonchura atricapilla","OP_Belian","11:04"
"3867","Prinia flaviventris","OP_Belian","11:04"
"3868","Hemidactylus frenatus","OP_Belian","11:05"
"3869","Orthotomus sericeus","OP_Belian","11:05"
"3870","Prinia flaviventris","OP_Belian","11:06"
"3871","Pycnonotus goiavier","OP_Belian","11:07"
"3872","Macronus bornensis","OP_Belian","11:07"
"3873","Macronus bornensis","OP_Belian","11:09"
"3874","Macronus bornensis","OP_Belian","11:09"
"3875","Prinia flaviventris","OP_Belian","11:11"
"3876","Orthotomus sericeus","OP_Belian","11:15"
"3877","Prinia flaviventris","OP_Belian","11:18"
"3878","Centropus bengalensis","OP_Belian","11:19"
"3879","Spilopelia chinensis","OP_Belian","11:22"
"3880","Prinia flaviventris","OP_Belian","12:00"
"3881","Prinia flaviventris","OP_Belian","12:00"
"3882","Spilopelia chinensis","OP_Belian","12:00"
"3883","Macronus bornensis","OP_Belian","12:01"
"3884","Prinia flaviventris","OP_Belian","12:01"
"3885","Prinia flaviventris","OP_Belian","12:02"
"3886","Lonchura atricapilla","OP_Belian","12:02"
"3887","Lonchura atricapilla","OP_Belian","12:02"
"3888","Macronus bornensis","OP_Belian","12:05"
"3889","Macronus bornensis","OP_Belian","12:17"
"3890","Hemidactylus frenatus","OP_Belian","12:18"
"3891","Hylarana nicobariensis","OP_Belian","12:18"
"3892","Orthotomus sericeus","OP_Belian","12:19"
"3893","Orthotomus sericeus","OP_Belian","13:01"
"3894","Prinia flaviventris","OP_Belian","13:07"
"3895","Rhipidura javanica","OP_Belian","13:07"
"3896","Macronus bornensis","OP_Belian","13:07"
"3897","Macronus bornensis","OP_Belian","13:07"
"3898","Spilopelia chinensis","OP_Belian","13:08"
"3899","Spilopelia chinensis","OP_Belian","13:08"
"3900","Spilornis cheela","OP_Belian","13:08"
"3901","Prinia flaviventris","OP_Belian","13:09"
"3902","Centropus bengalensis","OP_Belian","13:09"
"3903","Centropus bengalensis","OP_Belian","13:09"
"3904","Macronus bornensis","OP_Belian","13:13"
"3905","Macronus bornensis","OP_Belian","13:13"
"3906","Macronus bornensis","OP_Belian","13:13"
"3907","Prinia flaviventris","OP_Belian","14:01"
"3908","Pycnonotus goiavier","OP_Belian","14:01"
"3909","Spilopelia chinensis","OP_Belian","14:02"
"3910","Spilopelia chinensis","OP_Belian","14:02"
"3911","Pycnonotus goiavier","OP_Belian","14:02"
"3912","Macronus bornensis","OP_Belian","14:02"
"3913","Prinia flaviventris","OP_Belian","14:03"
"3914","Pycnonotus goiavier","OP_Belian","14:04"
"3915","Centropus bengalensis","OP_Belian","14:05"
"3916","Hemidactylus frenatus","OP_Belian","14:05"
"3917","Prinia flaviventris","OP_Belian","14:06"
"3918","Lonchura atricapilla","OP_Belian","14:09"
"3919","Rhipidura javanica","OP_Belian","14:10"
"3920","Geopelia striata","OP_Belian","14:10"
"3921","Pycnonotus goiavier","OP_Belian","14:14"
"3922","Prinia flaviventris","OP_Belian","15:00"
"3923","Rhipidura javanica","OP_Belian","15:00"
"3924","Prinia flaviventris","OP_Belian","15:01"
"3925","Macronus bornensis","OP_Belian","15:01"
"3926","Pycnonotus goiavier","OP_Belian","15:02"
"3927","Pycnonotus goiavier","OP_Belian","15:02"
"3928","Prinia flaviventris","OP_Belian","15:03"
"3929","Spilopelia chinensis","OP_Belian","15:04"
"3930","Lonchura atricapilla","OP_Belian","15:09"
"3931","Pycnonotus goiavier","OP_Belian","15:11"
"3932","Pycnonotus goiavier","OP_Belian","15:15"
"3933","Lonchura fuscans","OP_Belian","15:16"
"3934","Lonchura fuscans","OP_Belian","15:16"
"3935","Lonchura fuscans","OP_Belian","15:16"
"3936","Hirundo tahitica","OP_Belian","15:18"
"3937","Prinia flaviventris","OP_Belian","16:00"
"3938","Centropus bengalensis","OP_Belian","16:00"
"3939","Lonchura atricapilla","OP_Belian","16:02"
"3940","Macronus bornensis","OP_Belian","16:05"
"3941","Hirundo tahitica","OP_Belian","16:05"
"3942","Macronus bornensis","OP_Belian","16:05"
"3943","Rhipidura javanica","OP_Belian","16:06"
"3944","Prinia flaviventris","OP_Belian","16:06"
"3945","Prinia flaviventris","OP_Belian","16:07"
"3946","Pycnonotus goiavier","OP_Belian","16:10"
"3947","Lonchura atricapilla","OP_Belian","16:14"
"3948","Limnonectes kuhlii","B1_602","19:03"
"3949","Meristogenys orphnocnemis","B1_602","19:05"
"3950","Limnonectes kuhlii","B1_602","19:10"
"3951","Meristogenys orphnocnemis","B1_602","20:03"
"3952","Phrynoidis juxtaspera","B1_602","20:03"
"3953","Limnonectes kuhlii","B1_602","20:07"
"3954","Phrynoidis juxtaspera","B1_602","21:00"
"3955","Meristogenys orphnocnemis","B1_602","21:01"
"3956","Limnonectes kuhlii","B1_602","21:04"
"3957","Limnonectes kuhlii","B1_602","22:15"
"3958","Ansonia spinulifer","B1_602","23:12"
"3959","Ansonia spinulifer","B1_602","00:00"
"3960","Hemidactylus frenatus","OP3_843","16:19"
"3961","Centropus bengalensis","OP3_843","18:00"
"3962","Macronus bornensis","OP3_843","18:00"
"3963","Macronus bornensis","OP3_843","18:02"
"3964","Hemidactylus frenatus","OP3_843","18:02"
